epoch,batch,d_loss,g_loss,l1_loss,const_loss
6,1,0.379655122756958,4.689777851104736,3.460996627807617,0.023262280970811844
6,21,0.3624386191368103,8.447858810424805,4.053361892700195,0.01767825521528721
6,41,0.2637588381767273,5.9237565994262695,3.898594856262207,0.02846694365143776
6,61,0.3252083361148834,6.685270309448242,4.135952472686768,0.017322830855846405
6,81,0.33958208560943604,6.493880271911621,3.4184460639953613,0.019198963418602943
6,101,0.3053831458091736,5.853079795837402,3.9924395084381104,0.018090615049004555
6,121,0.297105997800827,6.2804036140441895,3.7538270950317383,0.031290244311094284
6,141,0.22844065725803375,7.319286346435547,3.8258795738220215,0.02237962931394577
6,161,0.7687814831733704,4.232287883758545,3.7036185264587402,0.02168904058635235
6,181,0.5356849431991577,7.663200378417969,4.1257758140563965,0.018540140241384506
6,201,0.6427381038665771,8.963910102844238,4.0162353515625,0.02976212278008461
6,221,0.3367679715156555,7.301982402801514,3.977450370788574,0.01694534160196781
6,241,0.29548534750938416,7.878849506378174,3.817321300506592,0.01841358281672001
6,261,0.3395095765590668,7.502065181732178,3.896450996398926,0.016442563384771347
6,281,0.26186180114746094,6.360617160797119,3.9789199829101562,0.024324683472514153
6,301,0.3525211811065674,6.355870723724365,3.8202924728393555,0.017769699916243553
6,321,0.30091235041618347,6.551514625549316,4.042545318603516,0.018489018082618713
6,341,0.2937310039997101,5.052329063415527,3.6690032482147217,0.017074888572096825
6,361,0.25030428171157837,7.213442325592041,3.816654920578003,0.023822886869311333
6,381,0.5828095078468323,6.787892818450928,3.38399600982666,0.02840363420546055
6,401,0.31073230504989624,6.962296485900879,3.7247543334960938,0.019412700086832047
6,421,0.3116737902164459,5.769555568695068,4.076347827911377,0.016110019758343697
6,441,0.26048174500465393,7.3588151931762695,4.071684837341309,0.01559886708855629
6,461,0.3574218153953552,6.146923065185547,4.376375675201416,0.020080123096704483
6,481,0.27401435375213623,7.469459056854248,4.114395618438721,0.02948959358036518
6,501,0.26226741075515747,6.942968845367432,4.329826831817627,0.01907449960708618
6,521,0.23815733194351196,7.9644246101379395,3.796793222427368,0.01806565374135971
6,541,0.34901726245880127,7.622004985809326,3.6032745838165283,0.02511579915881157
6,561,0.5490678548812866,8.493824005126953,3.567659378051758,0.021797247231006622
6,581,0.24467550218105316,6.201846122741699,3.7916855812072754,0.01579602248966694
6,601,0.26354628801345825,5.708216190338135,4.003490924835205,0.017832711338996887
6,621,0.30555376410484314,5.383980751037598,3.3731918334960938,0.024642538279294968
6,641,0.27139562368392944,7.370771408081055,3.933243751525879,0.021374445408582687
6,661,0.32206904888153076,5.815688133239746,3.4847352504730225,0.017630307003855705
6,681,0.4066770374774933,4.966256618499756,3.7955775260925293,0.0284391101449728
6,701,0.5489110946655273,8.519370079040527,3.7619495391845703,0.01596149615943432
6,721,0.30793479084968567,5.618459224700928,3.805046558380127,0.018916748464107513
6,741,0.30126142501831055,6.094752788543701,3.9339089393615723,0.019282201305031776
6,761,0.3094426989555359,6.0455827713012695,3.997903347015381,0.01928791031241417
6,781,0.3587789535522461,7.277135848999023,4.0048112869262695,0.019892770797014236
6,801,0.30724355578422546,7.1724629402160645,3.914001226425171,0.018074091523885727
6,821,0.47201797366142273,5.716856956481934,4.065319061279297,0.011600553058087826
6,841,0.3348541259765625,5.8070902824401855,4.143809795379639,0.014483905397355556
6,861,0.6894130706787109,4.45582389831543,3.5957231521606445,0.02100543864071369
6,881,0.3703446388244629,6.371456146240234,3.712890625,0.02684987708926201
6,901,0.47592028975486755,4.955137252807617,3.640439033508301,0.021983280777931213
6,921,0.6849181056022644,4.460452556610107,3.5965490341186523,0.013171855360269547
6,941,0.2158774733543396,7.417023658752441,3.871583938598633,0.016389913856983185
6,961,0.26271629333496094,6.962166786193848,3.8708624839782715,0.02231019362807274
6,981,0.5314130783081055,6.6232829093933105,3.9516119956970215,0.01782519929111004
6,1001,0.2614968419075012,5.8960041999816895,3.931605577468872,0.01584581658244133
6,1021,0.4810035824775696,7.059507846832275,4.162744998931885,0.015316978096961975
6,1041,0.2542274594306946,6.2750325202941895,3.9066293239593506,0.01794813759624958
6,1061,0.24879291653633118,6.6095356941223145,4.065549850463867,0.01724357157945633
6,1081,0.2102447897195816,7.476291179656982,3.8877997398376465,0.02369127795100212
6,1101,0.21585731208324432,7.188536167144775,4.036167621612549,0.02508167177438736
6,1121,0.2345418930053711,6.481374263763428,3.6870133876800537,0.014150934293866158
6,1141,0.24685853719711304,6.968044757843018,3.8828864097595215,0.01751934364438057
6,1161,0.2129998356103897,7.177957534790039,4.189509868621826,0.018035827204585075
6,1181,0.4248761534690857,6.54839563369751,3.597933292388916,0.020242583006620407
6,1201,0.31094610691070557,7.2516045570373535,3.971872568130493,0.021528322249650955
6,1221,0.40488165616989136,4.378534317016602,3.210827350616455,0.017332883551716805
6,1241,0.3056616187095642,5.713706970214844,3.71169114112854,0.022916488349437714
7,1,0.23509488999843597,6.120756149291992,3.7564454078674316,0.019343368709087372
7,21,0.3793793320655823,4.394550323486328,3.7570273876190186,0.014542954973876476
7,41,0.3290621042251587,6.910728454589844,3.3431034088134766,0.020320845767855644
7,61,0.2523041367530823,5.796316146850586,3.627974510192871,0.022642087191343307
7,81,0.5419261455535889,4.63662576675415,3.7388806343078613,0.018959037959575653
7,101,0.23508979380130768,6.281645774841309,3.494189739227295,0.018579578027129173
7,121,0.2816306948661804,6.012841701507568,3.547776937484741,0.023234279826283455
7,141,0.2905282974243164,5.118210792541504,3.624112129211426,0.012480518780648708
7,161,0.4160929024219513,5.33080530166626,3.582857131958008,0.014961040578782558
7,181,0.23111635446548462,6.730235576629639,3.7599081993103027,0.01791851781308651
7,201,0.4022992253303528,7.701574325561523,3.651508092880249,0.02121451124548912
7,221,0.20950926840305328,7.77020788192749,3.967670440673828,0.018763432279229164
7,241,0.43471193313598633,5.467440605163574,3.9933407306671143,0.01746157556772232
7,261,0.2777597904205322,7.416466236114502,3.946276903152466,0.013807150535285473
7,281,0.35991984605789185,7.043942451477051,3.793456554412842,0.017681468278169632
7,301,0.7476685643196106,8.345765113830566,3.9269888401031494,0.01693863235414028
7,321,0.2289034128189087,6.942017078399658,3.8079941272735596,0.01774044707417488
7,341,0.32770371437072754,6.411441802978516,3.764427661895752,0.01402469165623188
7,361,0.5184537172317505,4.500291347503662,3.5750083923339844,0.027385856956243515
7,381,0.5518186092376709,6.73893928527832,3.445899724960327,0.01227737870067358
7,401,0.2556630074977875,7.2953009605407715,3.846461296081543,0.01866951957345009
7,421,0.25208333134651184,6.549204349517822,3.7055113315582275,0.021111689507961273
7,441,0.32714587450027466,5.491735935211182,3.8809781074523926,0.01907169632613659
7,461,0.20466043055057526,7.45358419418335,3.9528939723968506,0.011546377092599869
7,481,0.35160738229751587,6.151487350463867,4.311367988586426,0.028044255450367928
7,501,0.266117125749588,6.7550458908081055,4.084606170654297,0.021018486469984055
7,521,0.28759804368019104,6.605698585510254,3.685154438018799,0.031629543751478195
7,541,0.25643667578697205,5.896328926086426,3.361461639404297,0.0145903704687953
7,561,0.311568021774292,6.901459693908691,3.650280475616455,0.016154466196894646
7,581,0.47274288535118103,5.124194622039795,3.810544013977051,0.018284322693943977
7,601,0.23652511835098267,6.513869762420654,4.1183366775512695,0.015578465536236763
7,621,0.22866439819335938,5.71250581741333,3.5203359127044678,0.014844408258795738
7,641,0.6207352876663208,4.9014892578125,3.968618392944336,0.011350682005286217
7,661,0.23616668581962585,7.4163007736206055,3.6327006816864014,0.02456829883158207
7,681,0.47567155957221985,6.929354190826416,3.6037757396698,0.023194728419184685
7,701,0.3576558232307434,6.1464924812316895,4.096742153167725,0.01645803265273571
7,721,0.28200119733810425,6.985472202301025,3.8326950073242188,0.013839281164109707
7,741,0.4083455801010132,6.80187463760376,3.6484875679016113,0.011343544349074364
7,761,0.22523537278175354,6.308766841888428,3.775695562362671,0.020307224243879318
7,781,0.22485655546188354,7.596283912658691,4.142405986785889,0.017139580100774765
7,801,0.3771404027938843,7.748990535736084,3.7803096771240234,0.017778832465410233
7,821,0.22439804673194885,6.644078731536865,3.62361216545105,0.012180813588202
7,841,0.5734982490539551,9.011710166931152,3.550060272216797,0.01693132519721985
7,861,0.5655233263969421,4.480351448059082,3.873946189880371,0.01693623885512352
7,881,0.25163838267326355,6.398746013641357,3.864778995513916,0.02241523191332817
7,901,0.4466705024242401,8.558989524841309,3.797919511795044,0.017929038032889366
7,921,0.29470765590667725,5.09037446975708,3.6006550788879395,0.016451168805360794
7,941,0.25557300448417664,6.938389301300049,3.575134754180908,0.022509703412652016
7,961,0.2666351795196533,7.359044075012207,3.7420201301574707,0.012963812798261642
7,981,0.26071441173553467,7.789187431335449,4.0828375816345215,0.020899808034300804
7,1001,0.2656523287296295,5.536664962768555,3.8393712043762207,0.013822397217154503
7,1021,0.24241523444652557,6.551482677459717,3.8206095695495605,0.015878070145845413
7,1041,0.231113001704216,5.8643903732299805,3.5280299186706543,0.01569540798664093
7,1061,0.7617143988609314,9.04123306274414,3.7087440490722656,0.012530870735645294
7,1081,0.34491848945617676,4.218973636627197,3.3593249320983887,0.016782406717538834
7,1101,0.27563098073005676,6.869756698608398,3.840968608856201,0.02166328765451908
7,1121,0.20893537998199463,7.482265949249268,4.163880348205566,0.016685007140040398
7,1141,0.30741748213768005,5.137285232543945,3.5353450775146484,0.016670357435941696
7,1161,0.27935996651649475,5.571360111236572,3.7329840660095215,0.021145286038517952
7,1181,0.21787717938423157,7.02632474899292,4.012732028961182,0.016183162108063698
7,1201,0.28312328457832336,5.567636013031006,3.876516342163086,0.017310941591858864
7,1221,0.4072420597076416,5.204041004180908,3.9120843410491943,0.01622108928859234
7,1241,0.3138939142227173,5.572100639343262,3.509981632232666,0.012522553093731403
8,1,0.49106138944625854,6.802501678466797,4.143448829650879,0.02115870825946331
